,provinceStateName,deathCt,peoplePositiveCasesCt,countryShortName,date,state-county
9447,Missouri,29,1499,US,2022-01-07,Missouri-St. Clair
9448,Missouri,29,1512,US,2022-01-08,Missouri-St. Clair
9449,Missouri,29,1514,US,2022-01-09,Missouri-St. Clair
9450,Missouri,34,2802,US,2022-01-04,Missouri-Ste. Genevieve
9451,Missouri,34,2845,US,2022-01-05,Missouri-Ste. Genevieve
9452,Missouri,35,2853,US,2022-01-06,Missouri-Ste. Genevieve
9453,Missouri,35,2895,US,2022-01-07,Missouri-Ste. Genevieve
9454,Missouri,35,2922,US,2022-01-08,Missouri-Ste. Genevieve
9455,Missouri,35,2924,US,2022-01-09,Missouri-Ste. Genevieve
9456,Missouri,232,14039,US,2022-01-04,Missouri-St. Francois
9457,Missouri,232,14146,US,2022-01-05,Missouri-St. Francois
9458,Missouri,232,14244,US,2022-01-06,Missouri-St. Francois
9459,Missouri,232,14347,US,2022-01-07,Missouri-St. Francois
9460,Missouri,232,14445,US,2022-01-08,Missouri-St. Francois
9461,Missouri,232,14468,US,2022-01-09,Missouri-St. Francois
9462,Missouri,2747,164187,US,2022-01-04,Missouri-St. Louis
9463,Missouri,2767,167487,US,2022-01-05,Missouri-St. Louis
9464,Missouri,2780,170590,US,2022-01-06,Missouri-St. Louis
9465,Missouri,2780,173630,US,2022-01-07,Missouri-St. Louis
9466,Missouri,2788,175124,US,2022-01-08,Missouri-St. Louis
9467,Missouri,2790,179257,US,2022-01-09,Missouri-St. Louis
9468,Missouri,89,4771,US,2022-01-04,Missouri-Saline
9469,Missouri,89,4809,US,2022-01-05,Missouri-Saline
9470,Missouri,89,4847,US,2022-01-06,Missouri-Saline
9471,Missouri,89,4876,US,2022-01-07,Missouri-Saline
9472,Missouri,89,4923,US,2022-01-08,Missouri-Saline
9473,Missouri,89,4925,US,2022-01-09,Missouri-Saline
9474,Missouri,22,559,US,2022-01-04,Missouri-Schuyler
9475,Missouri,22,562,US,2022-01-05,Missouri-Schuyler
9476,Missouri,22,570,US,2022-01-06,Missouri-Schuyler
9477,Missouri,22,571,US,2022-01-07,Missouri-Schuyler
9478,Missouri,22,576,US,2022-01-08,Missouri-Schuyler
9479,Missouri,22,577,US,2022-01-09,Missouri-Schuyler
9480,Missouri,17,519,US,2022-01-04,Missouri-Scotland
9481,Missouri,17,522,US,2022-01-05,Missouri-Scotland
9482,Missouri,17,524,US,2022-01-06,Missouri-Scotland
9483,Missouri,17,526,US,2022-01-07,Missouri-Scotland
9484,Missouri,17,527,US,2022-01-08,Missouri-Scotland
9485,Missouri,17,527,US,2022-01-09,Missouri-Scotland
9486,Missouri,135,8130,US,2022-01-04,Missouri-Scott
9487,Missouri,136,8166,US,2022-01-05,Missouri-Scott
9488,Missouri,136,8240,US,2022-01-06,Missouri-Scott
9489,Missouri,136,8324,US,2022-01-07,Missouri-Scott
9490,Missouri,136,8440,US,2022-01-08,Missouri-Scott
9491,Missouri,136,8444,US,2022-01-09,Missouri-Scott
9492,Missouri,30,1203,US,2022-01-04,Missouri-Shannon
9493,Missouri,30,1209,US,2022-01-05,Missouri-Shannon
9494,Missouri,30,1211,US,2022-01-06,Missouri-Shannon
9495,Missouri,30,1214,US,2022-01-07,Missouri-Shannon
9496,Missouri,30,1223,US,2022-01-08,Missouri-Shannon
9497,Missouri,30,1223,US,2022-01-09,Missouri-Shannon
9498,Missouri,13,1154,US,2022-01-04,Missouri-Shelby
9499,Missouri,13,1164,US,2022-01-05,Missouri-Shelby
9500,Missouri,13,1170,US,2022-01-06,Missouri-Shelby
9501,Missouri,13,1182,US,2022-01-07,Missouri-Shelby
9502,Missouri,13,1194,US,2022-01-08,Missouri-Shelby
9503,Missouri,13,1195,US,2022-01-09,Missouri-Shelby
9504,Missouri,110,4865,US,2022-01-04,Missouri-Stoddard
9505,Missouri,110,4884,US,2022-01-05,Missouri-Stoddard
9506,Missouri,110,4900,US,2022-01-06,Missouri-Stoddard
9507,Missouri,110,4950,US,2022-01-07,Missouri-Stoddard
9508,Missouri,110,4974,US,2022-01-08,Missouri-Stoddard
9509,Missouri,110,4979,US,2022-01-09,Missouri-Stoddard
9510,Missouri,100,4484,US,2022-01-04,Missouri-Stone
9511,Missouri,100,4501,US,2022-01-05,Missouri-Stone
9512,Missouri,100,4520,US,2022-01-06,Missouri-Stone
9513,Missouri,100,4542,US,2022-01-07,Missouri-Stone
9514,Missouri,100,4577,US,2022-01-08,Missouri-Stone
9515,Missouri,100,4604,US,2022-01-09,Missouri-Stone
9516,Missouri,20,1352,US,2022-01-04,Missouri-Sullivan
9517,Missouri,20,1354,US,2022-01-05,Missouri-Sullivan
9518,Missouri,20,1361,US,2022-01-06,Missouri-Sullivan
9519,Missouri,20,1366,US,2022-01-07,Missouri-Sullivan
9520,Missouri,20,1369,US,2022-01-08,Missouri-Sullivan
9521,Missouri,20,1369,US,2022-01-09,Missouri-Sullivan
9522,Missouri,180,10224,US,2022-01-04,Missouri-Taney
9523,Missouri,180,10298,US,2022-01-05,Missouri-Taney
9524,Missouri,180,10339,US,2022-01-06,Missouri-Taney
9525,Missouri,180,10416,US,2022-01-07,Missouri-Taney
9526,Missouri,180,10518,US,2022-01-08,Missouri-Taney
9527,Missouri,180,10586,US,2022-01-09,Missouri-Taney
9528,Missouri,74,3599,US,2022-01-04,Missouri-Texas
9529,Missouri,74,3612,US,2022-01-05,Missouri-Texas
9530,Missouri,74,3628,US,2022-01-06,Missouri-Texas
9531,Missouri,74,3646,US,2022-01-07,Missouri-Texas
9532,Missouri,74,3664,US,2022-01-08,Missouri-Texas
9533,Missouri,74,3669,US,2022-01-09,Missouri-Texas
9534,Missouri,87,3645,US,2022-01-04,Missouri-Vernon
9535,Missouri,88,3682,US,2022-01-05,Missouri-Vernon
9536,Missouri,88,3706,US,2022-01-06,Missouri-Vernon
9537,Missouri,88,3741,US,2022-01-07,Missouri-Vernon
9538,Missouri,88,3756,US,2022-01-08,Missouri-Vernon
9539,Missouri,88,3761,US,2022-01-09,Missouri-Vernon
9540,Missouri,78,6193,US,2022-01-04,Missouri-Warren
9541,Missouri,78,6278,US,2022-01-05,Missouri-Warren
9542,Missouri,78,6360,US,2022-01-06,Missouri-Warren
9543,Missouri,79,6451,US,2022-01-07,Missouri-Warren
9544,Missouri,79,6539,US,2022-01-08,Missouri-Warren
9545,Missouri,79,6617,US,2022-01-09,Missouri-Warren
9546,Missouri,106,4551,US,2022-01-04,Missouri-Washington
9547,Missouri,106,4578,US,2022-01-05,Missouri-Washington
9548,Missouri,106,4613,US,2022-01-06,Missouri-Washington
9549,Missouri,106,4636,US,2022-01-07,Missouri-Washington
9550,Missouri,106,4662,US,2022-01-08,Missouri-Washington
9551,Missouri,106,4666,US,2022-01-09,Missouri-Washington
9552,Missouri,37,1862,US,2022-01-04,Missouri-Wayne
9553,Missouri,37,1869,US,2022-01-05,Missouri-Wayne
9554,Missouri,37,1880,US,2022-01-06,Missouri-Wayne
9555,Missouri,37,1887,US,2022-01-07,Missouri-Wayne
9556,Missouri,37,1902,US,2022-01-08,Missouri-Wayne
9557,Missouri,37,1904,US,2022-01-09,Missouri-Wayne
9558,Missouri,121,6647,US,2022-01-04,Missouri-Webster
9559,Missouri,121,6712,US,2022-01-05,Missouri-Webster
9560,Missouri,120,6743,US,2022-01-06,Missouri-Webster
9561,Missouri,120,6778,US,2022-01-07,Missouri-Webster
9562,Missouri,121,6828,US,2022-01-08,Missouri-Webster
9563,Missouri,121,6860,US,2022-01-09,Missouri-Webster
9564,Missouri,3,326,US,2022-01-04,Missouri-Worth
9565,Missouri,3,329,US,2022-01-05,Missouri-Worth
9566,Missouri,3,329,US,2022-01-06,Missouri-Worth
9567,Missouri,3,335,US,2022-01-07,Missouri-Worth
9568,Missouri,3,338,US,2022-01-08,Missouri-Worth
9569,Missouri,3,340,US,2022-01-09,Missouri-Worth
9570,Missouri,68,2939,US,2022-01-04,Missouri-Wright
9571,Missouri,68,2958,US,2022-01-05,Missouri-Wright
9572,Missouri,68,2962,US,2022-01-06,Missouri-Wright
9573,Missouri,68,2978,US,2022-01-07,Missouri-Wright
9574,Missouri,68,2987,US,2022-01-08,Missouri-Wright
9575,Missouri,68,2993,US,2022-01-09,Missouri-Wright
9576,Missouri,650,41645,US,2022-01-04,Missouri-St. Louis City
9577,Missouri,652,42534,US,2022-01-05,Missouri-St. Louis City
9578,Missouri,653,43362,US,2022-01-06,Missouri-St. Louis City
9579,Missouri,657,44221,US,2022-01-07,Missouri-St. Louis City
9580,Missouri,660,45308,US,2022-01-08,Missouri-St. Louis City
9581,Missouri,660,45572,US,2022-01-09,Missouri-St. Louis City
9582,Montana,23,1624,US,2022-01-04,Montana-Beaverhead
9583,Montana,23,1630,US,2022-01-05,Montana-Beaverhead
9584,Montana,23,1642,US,2022-01-06,Montana-Beaverhead
9585,Montana,23,1647,US,2022-01-07,Montana-Beaverhead
9586,Montana,23,1647,US,2022-01-08,Montana-Beaverhead
9587,Montana,23,1647,US,2022-01-09,Montana-Beaverhead
9588,Montana,84,3461,US,2022-01-04,Montana-Big Horn
9589,Montana,84,3464,US,2022-01-05,Montana-Big Horn
9590,Montana,84,3478,US,2022-01-06,Montana-Big Horn
9591,Montana,84,3480,US,2022-01-07,Montana-Big Horn
9592,Montana,84,3480,US,2022-01-08,Montana-Big Horn
9593,Montana,84,3480,US,2022-01-09,Montana-Big Horn
9594,Montana,28,1454,US,2022-01-04,Montana-Blaine
9595,Montana,28,1455,US,2022-01-05,Montana-Blaine
9596,Montana,28,1462,US,2022-01-06,Montana-Blaine
9597,Montana,28,1463,US,2022-01-07,Montana-Blaine
9598,Montana,28,1463,US,2022-01-08,Montana-Blaine
9599,Montana,28,1463,US,2022-01-09,Montana-Blaine
9600,Montana,17,1022,US,2022-01-04,Montana-Broadwater
9601,Montana,17,1026,US,2022-01-05,Montana-Broadwater
9602,Montana,17,1027,US,2022-01-06,Montana-Broadwater
9603,Montana,17,1029,US,2022-01-07,Montana-Broadwater
9604,Montana,17,1029,US,2022-01-08,Montana-Broadwater
9605,Montana,17,1029,US,2022-01-09,Montana-Broadwater
9606,Montana,23,1624,US,2022-01-04,Montana-Carbon
9607,Montana,23,1634,US,2022-01-05,Montana-Carbon
9608,Montana,23,1651,US,2022-01-06,Montana-Carbon
9609,Montana,23,1659,US,2022-01-07,Montana-Carbon
9610,Montana,23,1659,US,2022-01-08,Montana-Carbon
9611,Montana,23,1659,US,2022-01-09,Montana-Carbon
9612,Montana,5,217,US,2022-01-04,Montana-Carter
9613,Montana,5,217,US,2022-01-05,Montana-Carter
9614,Montana,5,217,US,2022-01-06,Montana-Carter
9615,Montana,5,217,US,2022-01-07,Montana-Carter
9616,Montana,5,217,US,2022-01-08,Montana-Carter
9617,Montana,5,217,US,2022-01-09,Montana-Carter
9618,Montana,283,17236,US,2022-01-04,Montana-Cascade
9619,Montana,283,17267,US,2022-01-05,Montana-Cascade
9620,Montana,283,17333,US,2022-01-06,Montana-Cascade
9621,Montana,283,17397,US,2022-01-07,Montana-Cascade
9622,Montana,283,17397,US,2022-01-08,Montana-Cascade
9623,Montana,283,17397,US,2022-01-09,Montana-Cascade
9624,Montana,9,801,US,2022-01-04,Montana-Chouteau
9625,Montana,9,805,US,2022-01-05,Montana-Chouteau
9626,Montana,9,806,US,2022-01-06,Montana-Chouteau
9627,Montana,9,806,US,2022-01-07,Montana-Chouteau
9628,Montana,9,806,US,2022-01-08,Montana-Chouteau
9629,Montana,9,806,US,2022-01-09,Montana-Chouteau
9630,Montana,41,2449,US,2022-01-04,Montana-Custer
9631,Montana,41,2455,US,2022-01-05,Montana-Custer
9632,Montana,41,2461,US,2022-01-06,Montana-Custer
9633,Montana,41,2465,US,2022-01-07,Montana-Custer
9634,Montana,41,2465,US,2022-01-08,Montana-Custer
9635,Montana,41,2465,US,2022-01-09,Montana-Custer
9636,Montana,9,313,US,2022-01-04,Montana-Daniels
9637,Montana,9,313,US,2022-01-05,Montana-Daniels
9638,Montana,9,313,US,2022-01-06,Montana-Daniels
9639,Montana,9,313,US,2022-01-07,Montana-Daniels
9640,Montana,9,313,US,2022-01-08,Montana-Daniels
9641,Montana,9,313,US,2022-01-09,Montana-Daniels
9642,Montana,52,1897,US,2022-01-04,Montana-Dawson
9643,Montana,52,1909,US,2022-01-05,Montana-Dawson
9644,Montana,52,1912,US,2022-01-06,Montana-Dawson
9645,Montana,52,1913,US,2022-01-07,Montana-Dawson
9646,Montana,52,1913,US,2022-01-08,Montana-Dawson
9647,Montana,52,1913,US,2022-01-09,Montana-Dawson
9648,Montana,28,1706,US,2022-01-04,Montana-Deer Lodge
9649,Montana,28,1712,US,2022-01-05,Montana-Deer Lodge
9650,Montana,28,1719,US,2022-01-06,Montana-Deer Lodge
9651,Montana,28,1725,US,2022-01-07,Montana-Deer Lodge
9652,Montana,28,1725,US,2022-01-08,Montana-Deer Lodge
9653,Montana,28,1725,US,2022-01-09,Montana-Deer Lodge
9654,Montana,10,563,US,2022-01-04,Montana-Fallon
9655,Montana,10,569,US,2022-01-05,Montana-Fallon
9656,Montana,10,569,US,2022-01-06,Montana-Fallon
9657,Montana,10,571,US,2022-01-07,Montana-Fallon
9658,Montana,10,571,US,2022-01-08,Montana-Fallon
9659,Montana,10,571,US,2022-01-09,Montana-Fallon
9660,Montana,51,1911,US,2022-01-04,Montana-Fergus
9661,Montana,51,1912,US,2022-01-05,Montana-Fergus
9662,Montana,51,1933,US,2022-01-06,Montana-Fergus
9663,Montana,52,1958,US,2022-01-07,Montana-Fergus
9664,Montana,52,1958,US,2022-01-08,Montana-Fergus
9665,Montana,52,1958,US,2022-01-09,Montana-Fergus
9666,Montana,225,21599,US,2022-01-04,Montana-Flathead
9667,Montana,225,21762,US,2022-01-05,Montana-Flathead
9668,Montana,225,21819,US,2022-01-06,Montana-Flathead
9669,Montana,225,21873,US,2022-01-07,Montana-Flathead
9670,Montana,225,21873,US,2022-01-08,Montana-Flathead
9671,Montana,225,21873,US,2022-01-09,Montana-Flathead
9672,Montana,103,23913,US,2022-01-04,Montana-Gallatin
9673,Montana,103,24177,US,2022-01-05,Montana-Gallatin
9674,Montana,106,24466,US,2022-01-06,Montana-Gallatin
9675,Montana,106,24719,US,2022-01-07,Montana-Gallatin
9676,Montana,106,24719,US,2022-01-08,Montana-Gallatin
9677,Montana,106,24719,US,2022-01-09,Montana-Gallatin
9678,Montana,3,175,US,2022-01-04,Montana-Garfield
9679,Montana,3,175,US,2022-01-05,Montana-Garfield
9680,Montana,3,175,US,2022-01-06,Montana-Garfield
9681,Montana,3,175,US,2022-01-07,Montana-Garfield
9682,Montana,3,175,US,2022-01-08,Montana-Garfield
9683,Montana,3,175,US,2022-01-09,Montana-Garfield
9684,Montana,63,2526,US,2022-01-04,Montana-Glacier
9685,Montana,63,2532,US,2022-01-05,Montana-Glacier
9686,Montana,63,2547,US,2022-01-06,Montana-Glacier
9687,Montana,63,2563,US,2022-01-07,Montana-Glacier
9688,Montana,63,2563,US,2022-01-08,Montana-Glacier
9689,Montana,63,2563,US,2022-01-09,Montana-Glacier
9690,Montana,5,123,US,2022-01-04,Montana-Golden Valley
9691,Montana,5,123,US,2022-01-05,Montana-Golden Valley
9692,Montana,5,123,US,2022-01-06,Montana-Golden Valley
9693,Montana,5,123,US,2022-01-07,Montana-Golden Valley
9694,Montana,5,123,US,2022-01-08,Montana-Golden Valley
9695,Montana,5,123,US,2022-01-09,Montana-Golden Valley
9696,Montana,6,411,US,2022-01-04,Montana-Granite
9697,Montana,6,415,US,2022-01-05,Montana-Granite
9698,Montana,6,417,US,2022-01-06,Montana-Granite
9699,Montana,6,427,US,2022-01-07,Montana-Granite
9700,Montana,6,427,US,2022-01-08,Montana-Granite
9701,Montana,6,427,US,2022-01-09,Montana-Granite
9702,Montana,71,3450,US,2022-01-04,Montana-Hill
9703,Montana,71,3452,US,2022-01-05,Montana-Hill
9704,Montana,71,3459,US,2022-01-06,Montana-Hill
9705,Montana,71,3469,US,2022-01-07,Montana-Hill
9706,Montana,71,3469,US,2022-01-08,Montana-Hill
9707,Montana,71,3469,US,2022-01-09,Montana-Hill
9708,Montana,21,1963,US,2022-01-04,Montana-Jefferson
9709,Montana,22,1967,US,2022-01-05,Montana-Jefferson
9710,Montana,22,1977,US,2022-01-06,Montana-Jefferson
9711,Montana,22,1984,US,2022-01-07,Montana-Jefferson
9712,Montana,22,1984,US,2022-01-08,Montana-Jefferson
9713,Montana,22,1984,US,2022-01-09,Montana-Jefferson
9714,Montana,1,168,US,2022-01-04,Montana-Judith Basin
9715,Montana,1,168,US,2022-01-05,Montana-Judith Basin
9716,Montana,1,168,US,2022-01-06,Montana-Judith Basin
9717,Montana,1,170,US,2022-01-07,Montana-Judith Basin
9718,Montana,1,170,US,2022-01-08,Montana-Judith Basin
9719,Montana,1,170,US,2022-01-09,Montana-Judith Basin
9720,Montana,86,4843,US,2022-01-04,Montana-Lake
9721,Montana,86,4856,US,2022-01-05,Montana-Lake
9722,Montana,86,4884,US,2022-01-06,Montana-Lake
9723,Montana,86,4907,US,2022-01-07,Montana-Lake
9724,Montana,86,4907,US,2022-01-08,Montana-Lake
9725,Montana,86,4907,US,2022-01-09,Montana-Lake
9726,Montana,155,12820,US,2022-01-04,Montana-Lewis and Clark
9727,Montana,155,12921,US,2022-01-05,Montana-Lewis and Clark
9728,Montana,155,13018,US,2022-01-06,Montana-Lewis and Clark
9729,Montana,155,13084,US,2022-01-07,Montana-Lewis and Clark
9730,Montana,155,13084,US,2022-01-08,Montana-Lewis and Clark
9731,Montana,155,13084,US,2022-01-09,Montana-Lewis and Clark
9732,Montana,2,269,US,2022-01-04,Montana-Liberty
9733,Montana,2,269,US,2022-01-05,Montana-Liberty
9734,Montana,2,274,US,2022-01-06,Montana-Liberty
9735,Montana,2,276,US,2022-01-07,Montana-Liberty
9736,Montana,2,276,US,2022-01-08,Montana-Liberty
9737,Montana,2,276,US,2022-01-09,Montana-Liberty
9738,Montana,73,3695,US,2022-01-04,Montana-Lincoln
9739,Montana,73,3716,US,2022-01-05,Montana-Lincoln
9740,Montana,73,3747,US,2022-01-06,Montana-Lincoln
9741,Montana,73,3756,US,2022-01-07,Montana-Lincoln
9742,Montana,73,3756,US,2022-01-08,Montana-Lincoln
9743,Montana,73,3756,US,2022-01-09,Montana-Lincoln
9744,Montana,8,317,US,2022-01-04,Montana-McCone
9745,Montana,8,319,US,2022-01-05,Montana-McCone
9746,Montana,8,319,US,2022-01-06,Montana-McCone
9747,Montana,8,319,US,2022-01-07,Montana-McCone
9748,Montana,8,319,US,2022-01-08,Montana-McCone
9749,Montana,8,319,US,2022-01-09,Montana-McCone
9750,Montana,20,1455,US,2022-01-04,Montana-Madison
9751,Montana,20,1472,US,2022-01-05,Montana-Madison
9752,Montana,20,1474,US,2022-01-06,Montana-Madison
9753,Montana,20,1484,US,2022-01-07,Montana-Madison
9754,Montana,20,1484,US,2022-01-08,Montana-Madison
9755,Montana,20,1484,US,2022-01-09,Montana-Madison
9756,Montana,9,286,US,2022-01-04,Montana-Meagher
9757,Montana,9,288,US,2022-01-05,Montana-Meagher
9758,Montana,9,290,US,2022-01-06,Montana-Meagher
9759,Montana,9,291,US,2022-01-07,Montana-Meagher
9760,Montana,9,291,US,2022-01-08,Montana-Meagher
9761,Montana,9,291,US,2022-01-09,Montana-Meagher
9762,Montana,14,765,US,2022-01-04,Montana-Mineral
9763,Montana,14,766,US,2022-01-05,Montana-Mineral
9764,Montana,14,770,US,2022-01-06,Montana-Mineral
9765,Montana,14,772,US,2022-01-07,Montana-Mineral
9766,Montana,14,772,US,2022-01-08,Montana-Mineral
9767,Montana,14,772,US,2022-01-09,Montana-Mineral
9768,Montana,192,18421,US,2022-01-04,Montana-Missoula
9769,Montana,192,18557,US,2022-01-05,Montana-Missoula
9770,Montana,192,18746,US,2022-01-06,Montana-Missoula
9771,Montana,192,18985,US,2022-01-07,Montana-Missoula
9772,Montana,192,18985,US,2022-01-08,Montana-Missoula
9773,Montana,192,18985,US,2022-01-09,Montana-Missoula
9774,Montana,26,771,US,2022-01-04,Montana-Musselshell
9775,Montana,26,771,US,2022-01-05,Montana-Musselshell
9776,Montana,26,776,US,2022-01-06,Montana-Musselshell
9777,Montana,26,779,US,2022-01-07,Montana-Musselshell
9778,Montana,26,779,US,2022-01-08,Montana-Musselshell
9779,Montana,26,779,US,2022-01-09,Montana-Musselshell
9780,Montana,32,2886,US,2022-01-04,Montana-Park
9781,Montana,32,2893,US,2022-01-05,Montana-Park
9782,Montana,32,2907,US,2022-01-06,Montana-Park
9783,Montana,32,2907,US,2022-01-07,Montana-Park
9784,Montana,32,2907,US,2022-01-08,Montana-Park
9785,Montana,32,2907,US,2022-01-09,Montana-Park
9786,Montana,1,27,US,2022-01-04,Montana-Petroleum
9787,Montana,1,27,US,2022-01-05,Montana-Petroleum
9788,Montana,1,28,US,2022-01-06,Montana-Petroleum
9789,Montana,1,28,US,2022-01-07,Montana-Petroleum
9790,Montana,1,28,US,2022-01-08,Montana-Petroleum
9791,Montana,1,28,US,2022-01-09,Montana-Petroleum
9792,Montana,27,887,US,2022-01-04,Montana-Phillips
9793,Montana,27,891,US,2022-01-05,Montana-Phillips
9794,Montana,27,894,US,2022-01-06,Montana-Phillips
9795,Montana,27,894,US,2022-01-07,Montana-Phillips
9796,Montana,27,894,US,2022-01-08,Montana-Phillips
9797,Montana,27,894,US,2022-01-09,Montana-Phillips
9798,Montana,6,852,US,2022-01-04,Montana-Pondera
9799,Montana,6,854,US,2022-01-05,Montana-Pondera
9800,Montana,6,860,US,2022-01-06,Montana-Pondera
9801,Montana,6,864,US,2022-01-07,Montana-Pondera
9802,Montana,6,864,US,2022-01-08,Montana-Pondera
9803,Montana,6,864,US,2022-01-09,Montana-Pondera
9804,Montana,10,287,US,2022-01-04,Montana-Powder River
9805,Montana,10,287,US,2022-01-05,Montana-Powder River
9806,Montana,10,288,US,2022-01-06,Montana-Powder River
9807,Montana,10,289,US,2022-01-07,Montana-Powder River
9808,Montana,10,289,US,2022-01-08,Montana-Powder River
9809,Montana,10,289,US,2022-01-09,Montana-Powder River
9810,Montana,26,1477,US,2022-01-04,Montana-Powell
9811,Montana,26,1482,US,2022-01-05,Montana-Powell
9812,Montana,26,1492,US,2022-01-06,Montana-Powell
9813,Montana,26,1493,US,2022-01-07,Montana-Powell
9814,Montana,26,1493,US,2022-01-08,Montana-Powell
9815,Montana,26,1493,US,2022-01-09,Montana-Powell
9816,Montana,2,196,US,2022-01-04,Montana-Prairie
9817,Montana,2,196,US,2022-01-05,Montana-Prairie
9818,Montana,3,197,US,2022-01-06,Montana-Prairie
9819,Montana,3,197,US,2022-01-07,Montana-Prairie
9820,Montana,3,197,US,2022-01-08,Montana-Prairie
9821,Montana,3,197,US,2022-01-09,Montana-Prairie
9822,Montana,129,5534,US,2022-01-04,Montana-Ravalli
9823,Montana,129,5535,US,2022-01-05,Montana-Ravalli
9824,Montana,129,5619,US,2022-01-06,Montana-Ravalli
9825,Montana,129,5649,US,2022-01-07,Montana-Ravalli
9826,Montana,129,5649,US,2022-01-08,Montana-Ravalli
9827,Montana,129,5649,US,2022-01-09,Montana-Ravalli
9828,Montana,30,2065,US,2022-01-04,Montana-Richland
9829,Montana,30,2070,US,2022-01-05,Montana-Richland
9830,Montana,30,2095,US,2022-01-06,Montana-Richland
9831,Montana,30,2113,US,2022-01-07,Montana-Richland
9832,Montana,30,2113,US,2022-01-08,Montana-Richland
9833,Montana,30,2113,US,2022-01-09,Montana-Richland
9834,Montana,70,2361,US,2022-01-04,Montana-Roosevelt
9835,Montana,70,2362,US,2022-01-05,Montana-Roosevelt
9836,Montana,70,2363,US,2022-01-06,Montana-Roosevelt
9837,Montana,70,2367,US,2022-01-07,Montana-Roosevelt
9838,Montana,70,2367,US,2022-01-08,Montana-Roosevelt
9839,Montana,70,2367,US,2022-01-09,Montana-Roosevelt
9840,Montana,58,1783,US,2022-01-04,Montana-Rosebud
9841,Montana,58,1792,US,2022-01-05,Montana-Rosebud
9842,Montana,58,1792,US,2022-01-06,Montana-Rosebud
9843,Montana,58,1793,US,2022-01-07,Montana-Rosebud
9844,Montana,58,1793,US,2022-01-08,Montana-Rosebud
9845,Montana,58,1793,US,2022-01-09,Montana-Rosebud
9846,Montana,40,1650,US,2022-01-04,Montana-Sanders
9847,Montana,40,1660,US,2022-01-05,Montana-Sanders
9848,Montana,40,1673,US,2022-01-06,Montana-Sanders
9849,Montana,40,1674,US,2022-01-07,Montana-Sanders
9850,Montana,40,1674,US,2022-01-08,Montana-Sanders
9851,Montana,40,1674,US,2022-01-09,Montana-Sanders
9852,Montana,10,565,US,2022-01-04,Montana-Sheridan
9853,Montana,10,565,US,2022-01-05,Montana-Sheridan
9854,Montana,10,567,US,2022-01-06,Montana-Sheridan
9855,Montana,10,567,US,2022-01-07,Montana-Sheridan
9856,Montana,10,567,US,2022-01-08,Montana-Sheridan
9857,Montana,10,567,US,2022-01-09,Montana-Sheridan
9858,Montana,118,6406,US,2022-01-04,Montana-Silver Bow
9859,Montana,118,6426,US,2022-01-05,Montana-Silver Bow
9860,Montana,118,6427,US,2022-01-06,Montana-Silver Bow
9861,Montana,118,6504,US,2022-01-07,Montana-Silver Bow
9862,Montana,118,6504,US,2022-01-08,Montana-Silver Bow
9863,Montana,118,6504,US,2022-01-09,Montana-Silver Bow
9864,Montana,29,1248,US,2022-01-04,Montana-Stillwater
9865,Montana,29,1249,US,2022-01-05,Montana-Stillwater
9866,Montana,29,1249,US,2022-01-06,Montana-Stillwater
9867,Montana,29,1253,US,2022-01-07,Montana-Stillwater
9868,Montana,29,1253,US,2022-01-08,Montana-Stillwater
9869,Montana,29,1253,US,2022-01-09,Montana-Stillwater
9870,Montana,8,613,US,2022-01-04,Montana-Sweet Grass
9871,Montana,8,617,US,2022-01-05,Montana-Sweet Grass
9872,Montana,8,618,US,2022-01-06,Montana-Sweet Grass
9873,Montana,8,623,US,2022-01-07,Montana-Sweet Grass
9874,Montana,8,623,US,2022-01-08,Montana-Sweet Grass
9875,Montana,8,623,US,2022-01-09,Montana-Sweet Grass
9876,Montana,19,949,US,2022-01-04,Montana-Teton
9877,Montana,19,958,US,2022-01-05,Montana-Teton
9878,Montana,19,962,US,2022-01-06,Montana-Teton
9879,Montana,19,977,US,2022-01-07,Montana-Teton
9880,Montana,19,977,US,2022-01-08,Montana-Teton
9881,Montana,19,977,US,2022-01-09,Montana-Teton
9882,Montana,21,1023,US,2022-01-04,Montana-Toole
9883,Montana,21,1025,US,2022-01-05,Montana-Toole
9884,Montana,21,1025,US,2022-01-06,Montana-Toole
9885,Montana,21,1028,US,2022-01-07,Montana-Toole
9886,Montana,21,1028,US,2022-01-08,Montana-Toole
9887,Montana,21,1028,US,2022-01-09,Montana-Toole
9888,Montana,1,115,US,2022-01-04,Montana-Treasure
9889,Montana,1,115,US,2022-01-05,Montana-Treasure
9890,Montana,1,115,US,2022-01-06,Montana-Treasure
9891,Montana,1,115,US,2022-01-07,Montana-Treasure
9892,Montana,1,115,US,2022-01-08,Montana-Treasure
9893,Montana,1,115,US,2022-01-09,Montana-Treasure
9894,Montana,32,1410,US,2022-01-04,Montana-Valley
9895,Montana,32,1411,US,2022-01-05,Montana-Valley
9896,Montana,32,1421,US,2022-01-06,Montana-Valley
9897,Montana,32,1422,US,2022-01-07,Montana-Valley
9898,Montana,32,1422,US,2022-01-08,Montana-Valley
9899,Montana,32,1422,US,2022-01-09,Montana-Valley
9900,Montana,13,277,US,2022-01-04,Montana-Wheatland
9901,Montana,13,277,US,2022-01-05,Montana-Wheatland
9902,Montana,13,277,US,2022-01-06,Montana-Wheatland
9903,Montana,13,279,US,2022-01-07,Montana-Wheatland
